ID,Screen,Country / company,Claim,Source (APA),Link,Retrieved,Verified by,Notes,Quote
VN-43,dangers economy,Vietnam,"On July 2, 2025 the US announced a 20% tariff on most Vietnamese exports and a 40% levy on goods transshipped through Vietnam from third countries.","Vietnam Briefing. (2025). Vietnam-US trade deal 2025: Summary, impacts and strategic responses. Dezan Shira & Associates.",https://www.vietnam-briefing.com/news/vietnam-us-trade-deal-2025-summary-impacts-and-strategic-responses.html/,2026-09-13,,,the US will impose a 20 percent tariff on most Vietnamese exports and a 40 percent levy on goods transshipped through Vietnam from third countries.
VN-44,dangers economy,Vietnam,"Under the October 2025 US-Vietnam trade framework, the US said it will maintain the 20% reciprocal tariff on Vietnamese imports while Vietnam removes tariffs on almost all US goods.","Office of the United States Trade Representative. (2025, October). Fact sheet: The United States and Viet Nam reach a framework for an agreement on reciprocal, fair, and balanced trade. USTR.",https://ustr.gov/about/policy-offices/press-office/fact-sheets/2025/october/fact-sheet-united-states-and-viet-nam-reach-framework-agreement-reciprocal-fair-and-balanced-trade,2026-09-13,,,will maintain the 20 percent reciprocal tariff rate for imports of Vietnam
VN-45,dangers economy,Vietnam,"The United States was Vietnam's largest export market in 2025 at USD 153.2 billion, producing a bilateral trade surplus of nearly USD 134 billion; overall Vietnam ran a USD 20 billion global trade surplus.",Viet Nam News. (2026). Viet Nam runs trade surplus of over $20 billion in 2025. Viet Nam News.,https://vietnamnews.vn/economy/1753208/viet-nam-runs-trade-surplus-of-over-20-billion-in-2025.html,2026-09-13,,,"Processed industrial products led exports with $421.5 billion, or 88.7 per cent."
VN-46,dangers economy,Vietnam,"Vietnam's manufacturing depends heavily on Chinese inputs: imports from China were 40.2% of Vietnam's total imports in the first seven months of 2025, up from 37.31% a year earlier.","Ministry of Industry and Trade of Viet Nam. (2025, October 14). Vietnam's export situation in the first seven months of 2025: China remains the largest trading partner. Vietnam National Trade Repository.",https://vntr.moit.gov.vn/news/vietnams-export-situation-in-the-first-seven-months-of-2025-china-remains-the-largest-trading-partner,2026-09-13,,,40.2% of the country's total imports
VN-47,dangers economy,Vietnam,"FTSE Russell confirmed Vietnam's reclassification from Frontier to Secondary Emerging market status, effective from the open on Monday September 21, 2026.","LSEG. (2026, April 7). FTSE Russell announces results of March 2026 semi-annual country classification review. London Stock Exchange Group.",https://www.lseg.com/en/media-centre/press-releases/ftse-russell/2026/ftse-russell-announces-results-march-2026-semi-annual-country-classification-review-equities-fixed-income,2026-09-13,,,"reclassification of Vietnam from Frontier to Secondary Emerging market status, effective from the open on Monday 21 September 2026"
VN-48,dangers economy,Vietnam,Vietnam's economy grew 8.02% in 2025 with average CPI inflation of 3.31%; the government has set a 2026 growth target of 10%.,"The Investor. (2026, January 5). Vietnam's economic growth hits 8.02% in 2025, GDP per capita $5,026. The Investor - VAFIE.",https://theinvestor.vn/vietnams-economic-growth-hits-802-in-2025-gdp-per-capita-5026-d18035.html,2026-09-13,,,"8.02% for 2025, the second-fastest pace in 15 years"
VN-49,dangers economy,Vietnam,"Inflation has accelerated in 2026: Vietnam's CPI rose 4.89% year on year in August 2026 and averaged 4.45% over the first eight months, driven by a 4.09% monthly jump in transport prices.","Vietnam News Agency. (2026, September 3). CPI rises again in August after two consecutive monthly declines. VietnamPlus.",https://en.vietnamplus.vn/cpi-rises-again-in-august-after-two-consecutive-monthly-declines-post351196.vnp,2026-09-13,,,4.89% higher than a year earlier
VN-50,dangers economy,Vietnam,"Vietnam's 2023 power crisis, which forced blackouts on electronics plants in Bac Ninh and Bac Giang, cost an estimated USD 1.4 billion, equal to 0.3% of GDP.",Vietnam Briefing. (n.d.). Vietnam's power shortage: Impacts and government response. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/vietnams-power-shortage-impact-on-manufacturing-government-response.html/,2026-09-13,,,"the 2023 power crisis caused losses of US$1.4 billion, equal to 0.3 percent of Vietnam's GDP"
VN-51,dangers economy,Vietnam,"The dong weakened through 2025: the official rate rose about 3.5% year-to-date while the street rate climbed nearly 7% by December 2025, with the free-market rate at VND 27,120-27,180 per USD on December 12, 2025.","The Investor. (2025, December). Forex, interest rate projections for Vietnam in 2026. The Investor - VAFIE.",https://theinvestor.vn/forex-interest-rate-projections-for-vietnam-in-2026-d17841.html,2026-09-13,,,"the official VND rate rose approximately 3.5% year-to-date, while the street rate climbed nearly 7%"
VN-52,dangers economy,Vietnam,"In the Van Thinh Phat/SCB case - Vietnam's largest fraud, worth USD 12.5 billion or about 3% of 2022 GDP - tycoon Truong My Lan was sentenced to death on April 11, 2024, with 84 co-defendants also convicted.","Al Jazeera. (2024, April 11). Vietnam tycoon Truong My Lan sentenced to death in $12.5bn fraud case. Al Jazeera.",https://www.aljazeera.com/news/2024/4/11/vietnam-tycoon-truong-my-lan-sentenced-to-death-in-12-5bn-fraud-case,2026-09-13,,,The largest case of fraud in Vietnam's history has been uncovered as part of a major state anticorruption drive.
VN-53,dangers economy,Vietnam,More than VND 200 trillion (USD 7.68 billion) of Vietnamese corporate bonds mature in 2026 - about 14% of outstanding stock - with real estate issuers accounting for more than half.,Viet Nam News. (2026). Real estate bonds dominate 2026 repayment pressure. Viet Nam News.,https://vietnamnews.vn/economy/1766573/real-estate-bonds-dominate-2026-repayment-pressure.html,2026-09-13,,,More than VNĐ200 trillion (US$7.68 billion) worth of corporate bonds...will mature in 2026.
VN-54,dangers economy,Vietnam,The World Bank's January 2026 Global Economic Prospects put Vietnam's 2026 growth at 6.3% - the highest in East Asia and Pacific - while flagging high exposure to US trade shocks and rules-of-origin uncertainty.,"The Investor. (2026, January 14). WB projects Vietnam's GDP growth at 6.3% in 2026, best in East Asia & Pacific. The Investor - VAFIE.",https://theinvestor.vn/wb-projects-vietnams-gdp-growth-at-63-in-2026-best-in-east-asia-pacific-d18113.html,2026-09-13,,,"remains highly vulnerable to external trade shocks, particularly given its high exposure to the U.S. market."
VN-55,money matters,Vietnam,"Vietnam registered more than USD 38.4 billion of FDI in 2025 (up 0.5%) and disbursed USD 27.6 billion (up 9%), the highest disbursement in five years, per the National Statistics Office on January 6, 2026.","Viet Nam News. (2026, January 6). FDI inflows into Viet Nam exceed $38 billion in 2025. Viet Nam News.",https://vietnamnews.vn/economy/1743208/fdi-inflows-into-viet-nam-exceed-38-billion-in-2025.html,2026-09-13,,,"Disbursed FDI was estimated at $27.6 billion, up 9 per cent from a year earlier and the highest level recorded in the past five years."
VN-56,money matters,Vietnam,"In the first eight months of 2026 Vietnam attracted USD 40.63 billion in registered FDI (up 55.4% year on year) and disbursed USD 17.25 billion (up 12%), with Singapore and South Korea the top sources.","Vietnam News Agency. (2026, September 3). Vietnam attracts 40.63 billion USD in FDI in eight months. VietnamPlus.",https://en.vietnamplus.vn/vietnam-attracts-4063-billion-usd-in-fdi-in-eight-months-post351170.vnp,2026-09-13,,,the highest eight-month figure recorded over the last five years
VN-57,money matters,Vietnam,"Under the Law on Investment 2020 Vietnam bars foreign investors from 25 business lines and restricts 58 on a Negative List; caps of 49% apply in areas such as maritime and inland waterway transport, while 100% ownership is allowed in sectors including manufacturing-adjacent services, consultancy, hotels and IT.",Acclime Vietnam. (n.d.). Restricted business sectors for foreign investors in Vietnam. Acclime.,https://vietnam.acclime.com/guides/restricted-foreign-business-sectors-vietnam/,2026-09-13,,,Foreign investment: ≤49%
VN-58,money matters,Vietnam,"Vietnam's standard corporate income tax rate is 20%, with incentives of 10% for 15 years for high-tech and large manufacturing projects, plus a four-year tax exemption and nine years at 50% reduction; industrial parks lost CIT incentives for projects licensed after October 1, 2025.",Vietnam Briefing. (n.d.). Tax incentives for foreign enterprises in Vietnam. Dezan Shira & Associates.,https://www.vietnam-briefing.com/doing-business-guide/vietnam/taxation-and-accounting/tax-incentives-for-businesses,2026-09-13,,,Four-year exemption + nine-year 50% reduction
VN-59,money matters,Vietnam,"Vietnam adopted the OECD global minimum tax of 15% via Resolution 107/2023/QH15 (dated November 29, 2023), effective January 1, 2024, for multinationals with revenue over EUR 750 million in two of the last four years.",Vietnam Briefing. (n.d.). Global minimum tax (GMT) in Vietnam. Dezan Shira & Associates.,https://www.vietnam-briefing.com/doing-business-guide/vietnam/taxation-and-accounting/gmt-global-minimum-tax-vietnam,2026-09-13,,,allows Vietnam to impose its own top-up tax on domestic subsidiaries of foreign MNEs if their effective tax rate is below 15 percent
VN-60,money matters,Vietnam,"Foreign investors may remit profits out of Vietnam annually at fiscal year end or on termination, after audited financial statements and tax finalisation, with notification to the tax authority at least seven working days before remittance; companies with accumulated losses cannot remit.",Vietnam Briefing. (2026). Profit repatriation in Vietnam: A brief guide in 2026. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/profit-repatriation-vietnam-brief-guide-2026.html,2026-09-13,,,notifications be lodged at least seven working days prior to the scheduled remittance of profits
VN-61,money matters,Vietnam,"Vietnam grants land use rights rather than land ownership; under the Land Law 2024 (effective January 1, 2025) foreign-invested enterprises access land through state allocation, lease, or transfer of land use rights in industrial parks, economic zones and high-tech zones.","Freshfields. (2024, March). Vietnam Land Law 2024 - Key changes from M&A/foreign investment perspectives. Freshfields.",https://www.freshfields.com/en/our-thinking/briefings/2024/03/vietnam-land-law-2024--key-changes-from-maforeign-investment-perspectives,2026-09-13,,,"may acquire land in industrial parks, economic zones and high-tech zones by way of a land use right transfer"
VN-62,money matters,Vietnam,"Vietnam ranked 43rd of 139 economies in the World Bank's 2023 Logistics Performance Index with an overall score of 3.3, including 38th for international shipments.",World Bank. (2023). Logistics Performance Index: Global rankings 2023. World Bank.,https://lpi.worldbank.org/international/global,2026-09-13,,,Overall LPI Rank: 43rd out of 139 countries
VN-63,money matters,Vietnam,"Coface counts Vietnam as highly integrated into global trade with 18 multilateral and bilateral free trade agreements, while flagging dependence on Chinese supply chains, notably for electronics.","Coface. (n.d.). Vietnam: Country file, economic risk analysis. Coface.",https://www.coface.com/news-economy-and-insights/business-risk-dashboard/country-risk-files/vietnam-socialist-republic-of,2026-09-13,,,Highly integrated into global trade (18 multilateral and bilateral FTAs)
VN-64,money matters,Vietnam,"Vietnam's major trade agreements in force include CPTPP (2019), EVFTA with the EU (2020), RCEP (2022) and a UK-Vietnam CEPA (2025).",Vietnam Briefing. (n.d.). Vietnam's international free trade and tax agreements. Dezan Shira & Associates.,https://www.vietnam-briefing.com/doing-business-guide/vietnam/why-vietnam/vietnam-s-international-free-trade-and-tax-agreements,2026-09-13,,,Vietnam is a signatory to 18 active and planned bilateral and multilateral Free Trade Agreements
VN-65,money matters,Vietnam,"The US and Vietnam elevated ties to a Comprehensive Strategic Partnership on September 10, 2023 in Hanoi, covering ten areas from trade and semiconductors to defence, war legacies and human rights.","The American Presidency Project. (2023, September 10). Joint statement - Elevating United States-Vietnam relations to a Comprehensive Strategic Partnership. UC Santa Barbara.",https://www.presidency.ucsb.edu/documents/joint-statement-elevating-united-states-vietnam-relations-comprehensive-strategic,2026-09-13,,,"met and held talks in Hanoi, Vietnam"
VN-66,political weather,Vietnam,"Officials have delayed decisions and public spending to avoid corruption exposure: in one Ho Chi Minh City reporting period around 100 public projects received no planned funding, alongside medical equipment shortages and stalled infrastructure.",Asia Society. (n.d.). The unintended consequence of Vietnam's anti-corruption drive. Asia Society Magazine.,https://asiasociety.org/magazine/article/unintended-consequence-vietnams-anti-corruption-drive,2026-09-13,,,100 public projects in Ho Chi Minh City to receive no planned funding
VN-67,political weather,Vietnam,"Vietnam's rare episodes of mass unrest include May 2014, when at least 20 people died in riots at foreign-owned factories after China moved an oil rig into disputed South China Sea waters.","Al Jazeera. (2014, May 15). Anti-China riots turn deadly in Vietnam. Al Jazeera.",https://www.aljazeera.com/news/2014/5/15/anti-china-riots-turn-deadly-in-vietnam,2026-09-13,,,the latest unrest since China deployed an oil rig into a disputed territory in the South China Sea
VN-68,political weather,Vietnam,"In June 2018, protests spread across Vietnam against a draft Special Zone Act offering 99-year land leases and against the Cybersecurity Law; roughly 200 people were arrested and some received 2-3.5 year sentences.",Wikipedia contributors. (n.d.). 2018 Vietnam protests. Wikipedia.,https://en.wikipedia.org/wiki/2018_Vietnam_protests,2026-09-13,,,some 180 people
VN-69,political weather,Vietnam,"Samsung remains Vietnam's single most politically significant investor: its Vietnam operations exported USD 39 billion in the first seven months of 2026, about 12.2% of national exports, employing some 85,000 people across six plants with about USD 24 billion invested.",The Investor. (2026). Samsung Vietnam's exports reach $39 bln in 7 months as new Galaxy Z phones gain traction. The Investor - VAFIE.,https://theinvestor.vn/samsung-vietnams-exports-reach-39-bln-in-7-months-as-new-galaxy-z-phones-gain-traction-d19854.html,2026-09-13,,,Vietnam continues to hold a strategically important position in Samsung's global growth strategy
VN-70,political weather,Vietnam,"Electronics dominate Vietnam's export exposure: computers, electronic products and components hit USD 107.75 billion in 2025, up 48.4% and about 23% of total exports, with USD 42.09 billion going to the United States.","Vietnam News Agency. (2026, January 22). Electronics exports surpass 107 billion USD in 2025. VietnamPlus.",https://en.vietnamplus.vn/electronics-exports-surpass-107-billion-usd-in-2025-post336461.vnp,2026-09-13,,,"Computers, electronic products and components not only maintained their position as Vietnam's largest export by value"
VN-71,political weather,Vietnam,"Vietnam's revised Power Development Plan 8, approved April 15, 2025 by Decision No. 768/QD-TTg, targets non-hydro renewables at roughly 28-36% of the energy mix by 2030, including 6,000 MW of offshore wind.",Vietnam Briefing. (2025). Vietnam revises PDP8: Targets of the national power development plan. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/vietnam-revises-pdp8-key-targets-of-the-national-power-development-plan.html/,2026-09-13,,,approximately 28 percent to 36 percent
VN-72,political weather,Vietnam,"Xi Jinping visited Vietnam April 14-15, 2025, signing cooperation documents spanning road and railway connectivity, customs, agriculture, defence and technology, and both sides pledged to maintain stability at sea and pursue a South China Sea Code of Conduct.","Viet Nam News. (2025, April). Viet Nam, China issue joint statement following Chinese leader Xi Jinping's visit. Viet Nam News.",https://vietnamnews.vn/politics-laws/1715907/viet-nam-china-issue-joint-statement-following-chinese-leader-xi-jinping-s-visit.html,2026-09-13,,,work together to maintain stability at sea
VN-73,political weather,Vietnam,"Vietnam's National Assembly approved a USD 67 billion (VND 1,700 trillion), 1,541km North-South high-speed railway on November 30, 2024 by 443 votes to 11, with construction due to start in 2027 and finish by 2035.","The Investor. (2024, November 30). Vietnam parliament greenlights $67 bln North-South high-speed railway project. The Investor - VAFIE.",https://theinvestor.vn/vietnam-parliament-greenlights-67-bln-north-south-high-speed-railway-project-d13586.html,2026-09-13,,,"the route is estimated to cost VND1,700 trillion ($67 billion), using public investment capital"
VN-74,political weather,Vietnam,"NVIDIA announced on December 5, 2024 that it would open its first AI research and development centre in Vietnam in partnership with the Vietnamese government.","NVIDIA. (2024, December 5). NVIDIA to open Vietnam R&D center to bolster AI development. NVIDIA Investor Relations.",https://investor.nvidia.com/news/press-release-details/2024/NVIDIA-to-Open-Vietnam-RD-Center-to-Bolster-AI-Development/default.aspx,2026-09-13,,,We are delighted to open NVIDIA's R&D center to accelerate Vietnam's AI journey.
VN-75,political weather,Vietnam,"At the 14th Party Congress on January 20, 2026, To Lam told about 1,600 delegates that all wrongdoing must be dealt with, while the Party set an annual growth target of no less than 10% through 2030.","Al Jazeera. (2026, January 20). Vietnam's To Lam vows to fight corruption, pledges 10% economic growth. Al Jazeera.",https://www.aljazeera.com/news/2026/1/20/vietnams-to-lam-vows-to-fight-corruption-pledges-10-economic-growth,2026-09-13,,,all wrongdoings must be dealt with
VN-76,etiquette,Vietnam,"Exchange business cards with both hands, take time to read the card you receive, and give yours to the most senior person first - seniority and hierarchy matter in Vietnamese meetings.",Vietnam Briefing. (n.d.). Business etiquette in Vietnam - Customs and tips. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/business-etiquette-vietnam-customs-and-tips.html/,2026-09-13,,,"When giving or receiving business cards, do so with both hands. Time should be taken to read the name on the card"
VN-77,etiquette,Vietnam,Public disagreement causes loss of face in Vietnam; raise problems privately and carefully rather than challenging someone in a meeting.,Vietnam Briefing. (n.d.). Business etiquette in Vietnam - Customs and tips. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/business-etiquette-vietnam-customs-and-tips.html/,2026-09-13,,,Direct disagreement or raising of questions in public can be seen as a person to 'lose face' in Vietnam
VN-78,etiquette,Vietnam,"Dress modestly for business in Vietnam - suits for men, skirts and blouses for women - avoiding bright colours.",Vietnam Briefing. (n.d.). Business etiquette in Vietnam - Customs and tips. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/business-etiquette-vietnam-customs-and-tips.html/,2026-09-13,,,"Business partners should dress modestly, avoiding bright colors."
VN-79,etiquette,Vietnam,"Be punctual and apologise if late; meetings are entered by rank, highest first, and losing your temper will cost you the relationship.",SBS Cultural Atlas. (n.d.). Vietnamese - Business culture. SBS.,https://culturalatlas.sbs.com.au/vietnamese-culture/vietnamese-culture-business-culture,2026-09-13,,,"If you display anger or lose your temper, you will lose their trust in doing business with you."
VN-80,etiquette,Vietnam,"Start Vietnamese business conversations with small talk about family and personal matters, and avoid politics and war-related topics; decisions move slowly through consensus.",Facts and Details. (n.d.). Business customs and etiquette in Vietnam. Facts and Details.,https://factsanddetails.com/southeast-asia/Vietnam/sub5_9g/entry-3468.html,2026-09-13,,,Business gift giving is fairly common at the end of a meeting or during a meal in honour of your business associates
VN-81,etiquette,Vietnam,"Present gifts with both hands, palms up; avoid clocks (the word sounds like the word for death), knives or scissors, and black or white wrapping.","Vietnam Tourism. (n.d.). Gift giving in Vietnam: What to bring, what to avoid and how to hand it over. VietnamTourism.com.",https://www.vietnamtourism.com/en/gift-giving-in-vietnam-what-to-bring-what-to-avoid-and-how-to-hand-it-over,2026-09-13,,,"Present the gift with both hands, palms facing upward."
VN-82,itinerary,Vietnam,"VNG Corporation, founded September 9, 2004 as VinaGame, became Vietnam's first unicorn when it was valued at USD 1 billion in 2014; its messaging app Zalo launched in 2012 and ZaloPay in 2016.",Wikipedia contributors. (n.d.). VNG Corporation. Wikipedia.,https://en.wikipedia.org/wiki/VNG_Corporation,2026-09-13,,,VNG was evaluated at 1 billion US dollars by World Startup Report and become the first and only unicorn startup in Vietnam.
VN-83,itinerary,Vietnam,"Vietcetera is a bilingual digital media company founded in 2016 by two returning Vietnamese entrepreneurs, producing editorial, video and podcast content plus brand studio services.",Vietcetera. (n.d.). About. Vietcetera.,https://vietcetera.com/en/about,2026-09-13,,,"to bring the world to Vietnam, and Vietnam to the world through content that's authentic, locally grounded, and globally relevant."
VN-84,itinerary,Vietnam,"Marou is a bean-to-bar single-origin chocolate maker founded in February 2011 in Ho Chi Minh City by Sam Maruta and Vincent Mourou, sourcing cacao from Vietnamese provinces and exporting mainly to Europe.",Knowledge at Wharton. (n.d.). From bean to bar: Expatriates in Vietnam taste sweet success. University of Pennsylvania.,https://knowledge.wharton.upenn.edu/article/from-bean-to-bar-expatriates-in-vietnam-taste-sweet-success/,2026-09-13,,,the factory in Thu Duc churns out 100 kilograms of chocolate a day
VN-85,itinerary,Vietnam,"Google established Google Vietnam Company Limited in Ho Chi Minh City, taking over as the Google Ads contracting party from March 1, 2025 with full operations from April 1, 2025, invoicing in dong with 10% VAT.","The Investor. (2024, December). Google sets up Vietnam entity in HCMC, to operate from April 2025. The Investor - VAFIE.",https://theinvestor.vn/google-sets-up-vietnam-entity-in-hcmc-to-operate-from-april-2025-d13669.html,2026-09-13,,,"Starting March 1, Ho Chi Minh City-based Google Vietnam will become the partner for Google Ads customers in Vietnam"
VN-86,itinerary,Vietnam,"Vietnam was Crocs' biggest production hub with a 53% global share of its sandal output in 2022, down from 56% in 2021 and 75% in 2020, per the brand's annual report.","The Investor. (2023, March 17). 53% of Crocs sandals are made in Vietnam. The Investor - VAFIE.",https://theinvestor.vn/53-of-crocs-sandals-are-made-in-vietnam-d4124.html,2026-09-13,,,Vietnam remained the biggest production hub for Crocs sandals with a 53% global market share in 2022
VN-87,itinerary,Vietnam,"The Mekong River Delta produces more than 50% of Vietnam's rice and 90% of its agricultural export volume, but saline intrusion in 2015-16 pushed saltwater more than 90km inland and damaged 244,805 hectares of rice.","Nguyen, T. et al. (2023). Effect of saline intrusion on rice production in the Mekong River Delta. Heliyon (PMC10520798).",https://pmc.ncbi.nlm.nih.gov/articles/PMC10520798/,2026-09-13,,,more than 50% of the country's rice production and 90% of total volume for agriculture export
VN-88,what changed,Vietnam,"General Secretary and President To Lam made a state visit to Russia on September 7-9, 2026, meeting Vladimir Putin and issuing a joint statement on strengthening the Vietnam-Russia Comprehensive Strategic Partnership before flying on to France.","Vietnam News Agency. (2026, September 9). General Secretary and President To Lam concludes state visit to Russia. VietnamPlus.",https://en.vietnamplus.vn/general-secretary-and-president-to-lam-concludes-state-visit-to-russia-post351559.vnp,2026-09-13,,,"science – technology, innovation and digital transformation should become a new driver of the Comprehensive Strategic Partnership"
VN-89,what changed,Vietnam,"As of September 3, 2026 Vietnam reported Jan-Aug trade of USD 770.1 billion (up 28.7%), exports of USD 374.8 billion (up 22.4%) and nearly 16 million foreign visitors (up 14.4%), with the IMF raising its 2026 growth forecast to 8.2% in August.","Viet Nam News. (2026, September 3). Prime Minister demands 'highest determination' to meet 2026 growth target. Viet Nam News.",https://vietnamnews.vn/economy/1798866/prime-minister-demands-highest-determination-to-meet-2026-growth-target.html,2026-09-13,,,"The IMF raised its 2026 growth forecast to 8.2 percent in August, from 7.1 percent in April."
VN-90,what changed,Vietnam,"New Vietnamese rules took effect in September 2026, including Decree 292/2026/ND-CP from September 5 prohibiting imports of goods produced with forced labour, and Decree 283/2026/ND-CP from September 10 penalising unauthorised foreign workers and non-compliant employers.",VnEconomy. (2026). New policies take effect from September 2026. Vietnam Economic Times.,https://en.vneconomy.vn/new-policies-take-effect-from-september-2026.htm,2026-09-13,,,"Decree No. 283/2026/ND-CP, that will come into effect on September 10, regulates administrative penalties"
VN-91,what changed,Vietnam,"Vietnam's FTSE Russell upgrade takes effect on September 21, 2026 - eight days from now - with FTSE Russell estimating about USD 6 billion of passive inflows and the World Bank projecting up to USD 25 billion by 2030.",Vietnam Briefing. (2026). Vietnam reclassified to emerging market status by FTSE Russell. Dezan Shira & Associates.,https://www.vietnam-briefing.com/news/vietnam-reclassified-to-emerging-market-status-by-ftse-russell.html/,2026-09-13,,,the official recognition and upgrade of Vietnam's securities market is clear evidence of the country's sound development path
CR-1,dangers economy,Crocs / Vietnam,"Vietnam made about 45% of Crocs Brand production in 2025, down from 51% in 2024 and 56% in 2023. Vietnam remains Crocs' single largest sourcing country.","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"approximately 45%, 51%, and 56%, respectively, of our Crocs Brand production was in Vietnam"
CR-2,dangers economy,Crocs / Vietnam,"HEYDUDE shifted sharply into Vietnam: about 44% of HEYDUDE Brand production was in Vietnam in 2025, versus 20% in 2024 and 5% in 2023, after China had been the majority source.","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"approximately 44%, 20%, and 5%, respectively, of our HEYDUDE Brand production was in Vietnam"
CR-3,dangers economy,Crocs / Vietnam,"Crocs' largest third-party manufacturer for the Crocs Brand, with the majority of its operations in Vietnam, produced about 45% of Crocs Brand production in 2025 (50% in 2024).","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"Our largest third-party manufacturer for the Crocs Brand, with the majority of operations in Vietnam, produced approximately 45%"
CR-4,dangers government,Crocs / Vietnam,"Crocs' FY2025 10-K states that the United States imposed incremental tariffs of 20% on Vietnam, 20% on China, 19% on Indonesia, 18% on India and 19% on Cambodia.","Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"incremental tariff of 20%, 20%, 19%, 18%, and 19% on all imports from Vietnam, China, Indonesia, India, and Cambodia"
CR-5,dangers economy,Crocs / Vietnam,In its FY2025 10-K Crocs warns that the 2025 tariffs have raised product costs and that raising prices further could hurt demand.,"Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"These tariffs have increased, and may continue to increase, the cost of certain products"
CR-6,dangers economy,Crocs / Vietnam,Crocs' FY2025 10-K describes a disproportionate tariff impact on HEYDUDE Brand products that became evident in the second quarter of 2025.,"Crocs, Inc. (2026). Annual report (Form 10-K) for the fiscal year ended December 31, 2025. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403626000006/crox-20251231.htm,2026-09-13,,,"disproportionate impact of tariffs on HEYDUDE Brand products, which became evident in the second quarter"
CR-7,money matters,Crocs / Vietnam,"On its Q1 2025 earnings call (May 8, 2025) Crocs said its 2025 sourcing mix into the United States was roughly 47% Vietnam, 17% Indonesia, 13% each China and India, and 5% each Mexico and Cambodia.","Crocs, Inc. (2025, May 8). First quarter 2025 earnings call transcript.",https://s22.q4cdn.com/133460125/files/doc_financials/2025/q1/Crocs-Inc-First-Quarter-2025-Earnings.pdf,2026-09-13,,,"approximately 47% from Vietnam, 17% from Indonesia, 13% each for China and India, and 5% each for Mexico and Cambodia"
CR-8,money matters,Crocs / Vietnam,"Crocs told investors on May 8, 2025 that a 10% incremental tariff on its sourcing countries would cost roughly $45 million on an annualized cash basis.","Crocs, Inc. (2025, May 8). First quarter 2025 earnings call transcript.",https://s22.q4cdn.com/133460125/files/doc_financials/2025/q1/Crocs-Inc-First-Quarter-2025-Earnings.pdf,2026-09-13,,,approximately $45 million on an annualized cash basis
CR-9,money matters,Crocs / Vietnam,"On the same May 8, 2025 call Crocs said the then-announced 145% China tariff plus 10% on other origins would total roughly $130 million on an annualized cash basis.","Crocs, Inc. (2025, May 8). First quarter 2025 earnings call transcript.",https://s22.q4cdn.com/133460125/files/doc_financials/2025/q1/Crocs-Inc-First-Quarter-2025-Earnings.pdf,2026-09-13,,,approximately $130 million on an annualized cash basis
CR-10,money matters,Crocs / Vietnam,"Crocs' stated tariff mitigation plan as of May 2025 had three levers: adjusting the US sourcing mix, cutting costs, and evaluating price increases, plus $50 million of additional 2025 savings.","Crocs, Inc. (2025, May 8). First quarter 2025 earnings call transcript.",https://s22.q4cdn.com/133460125/files/doc_financials/2025/q1/Crocs-Inc-First-Quarter-2025-Earnings.pdf,2026-09-13,,,"adjusting our sourcing mix into the US; two, further reducing costs; and three, evaluating potential price increases"
CR-11,money matters,Crocs / Vietnam,"In its August 7, 2025 second-quarter release Crocs guided to a third-quarter 2025 adjusted operating margin of about 18% to 19%, including roughly 170 basis points of negative impact from announced and pending tariffs.","Crocs, Inc. (2025, August 7). Crocs, Inc. reports solid second quarter 2025 results led by both brands [Press release]. U.S. Securities and Exchange Commission.",https://www.sec.gov/Archives/edgar/data/1334036/000133403625000083/croxq22025-pressrelease.htm,2026-09-13,,,including an anticipated negative impact of approximately 170 basis points from announced and pending tariffs
